,assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_easy,is_view_dep
26821,14909,scene0222_00-pillow-2-20-19,The pillow on the bed that is furthest from the door.,True,52,82,scene0222_00,pillow,20,"['the', 'pillow', 'on', 'the', 'bed', 'that', 'is', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
26913,11326,scene0378_00-chair-2-42-43,"Brown, with arms closest to the entrance.",True,31,341,scene0378_00,chair,42,"['brown', 'with', 'arms', 'closest', 'to', 'the', 'entrance']",nr3d,False,False,True,True,False,True,False
26926,16561,scene0222_00-bed-2-5-0,The bed closest to the door.,True,564,203,scene0222_00,bed,5,"['the', 'bed', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
26967,16690,scene0086_00-bathroom_stall_door-2-10-29,The stall door that goes into the larger stall,True,596,471,scene0086_00,bathroom stall door,10,"['the', 'stall', 'door', 'that', 'goes', 'into', 'the', 'larger', 'stall']",nr3d,True,True,True,False,True,True,False
27009,36390,scene0222_00-bed-2-5-0,the bed with blue blankets,True,220,703,scene0222_00,bed,5,"['the', 'bed', 'with', 'blue', 'blankets']",nr3d,True,True,False,True,False,True,False
27100,19067,scene0435_00-towel-2-34-30,"If you are standing at the door into the bathroom, looking directly at the toilet, the towel to the right, that is hanging on the shower is the towel you are looking for.",True,499,322,scene0435_00,towel,34,"['if', 'you', 'are', 'standing', 'at', 'the', 'door', 'into', 'the', 'bathroom', 'looking', 'directly', 'at', 'the', 'toilet', 'the', 'towel', 'to', 'the', 'right', 'that', 'is', 'hanging', 'on', 'the', 'shower', 'is', 'the', 'towel', 'you', 'are', 'looking', 'for']",nr3d,True,True,True,False,False,True,True
27123,12339,scene0011_00-cabinet-2-20-28,The smaller cabinet  in the center of the room,True,504,564,scene0011_00,cabinet,20,"['the', 'smaller', 'cabinet', 'in', 'the', 'center', 'of', 'the', 'room']",nr3d,True,True,True,False,True,True,False
27198,31279,scene0030_00-bookshelf-5-19-17-18-20-68,The bookshelf between the chalkboard and window,True,596,617,scene0030_00,bookshelf,19,"['the', 'bookshelf', 'between', 'the', 'chalkboard', 'and', 'window']",nr3d,True,True,True,False,False,False,False
27222,26185,scene0435_00-bed-2-10-11,"Facing the foot of the bed, the bed on the right.",True,564,367,scene0435_00,bed,10,"['facing', 'the', 'foot', 'of', 'the', 'bed', 'the', 'bed', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
27310,4099,scene0222_00-chair-2-6-7,It is the chair closest to the dark closet.,True,56,564,scene0222_00,chair,6,"['it', 'is', 'the', 'chair', 'closest', 'to', 'the', 'dark', 'closet']",nr3d,True,True,True,True,False,True,False
27494,39064,scene0030_00-bookshelf-5-68-17-18-19-20,it is the small bookshelf located between the two larger bookshelves,True,570,127,scene0030_00,bookshelf,68,"['it', 'is', 'the', 'small', 'bookshelf', 'located', 'between', 'the', 'two', 'larger', 'bookshelves']",nr3d,True,True,True,False,True,False,False
27528,16822,scene0030_00-blackboard-2-22-21,blackboard opposite windows,True,534,132,scene0030_00,blackboard,22,"['blackboard', 'opposite', 'windows']",nr3d,True,True,True,False,False,True,False
27564,26400,scene0389_00-bag-2-22-23,the bag closest to the bed,True,94,366,scene0389_00,bag,22,"['the', 'bag', 'closest', 'to', 'the', 'bed']",nr3d,True,True,True,False,False,True,False
27575,10087,scene0086_00-bathroom_stall_door-2-29-10,stall door closest to the sinks,True,94,368,scene0086_00,bathroom stall door,29,"['stall', 'door', 'closest', 'to', 'the', 'sinks']",nr3d,True,True,True,False,False,True,False
27619,38678,scene0011_00-window-2-23-24,"If you are looking across the desk towards the two windows that are on the same wall as the fridge, you are looking for the window on your right.",True,196,374,scene0011_00,window,23,"['if', 'you', 'are', 'looking', 'across', 'the', 'desk', 'towards', 'the', 'two', 'windows', 'that', 'are', 'on', 'the', 'same', 'wall', 'as', 'the', 'fridge', 'you', 'are', 'looking', 'for', 'the', 'window', 'on', 'your', 'right']",nr3d,True,True,True,False,False,True,True
27621,10110,scene0222_00-chair-2-7-6,The chair on the opposite wall of the window.,True,314,440,scene0222_00,chair,7,"['the', 'chair', 'on', 'the', 'opposite', 'wall', 'of', 'the', 'window']",nr3d,True,True,True,False,False,True,False
27709,7894,scene0030_00-table-5-48-47-49-50-51,short table closest to the window.,True,94,597,scene0030_00,table,48,"['short', 'table', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,False,False
27790,10460,scene0011_00-table-2-17-2,Choose the table that sits against the wall.,True,183,706,scene0011_00,table,17,"['choose', 'the', 'table', 'that', 'sits', 'against', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
27811,20212,scene0046_00-backpack-3-52-18-50,the backpack that is between the bed and window,True,289,380,scene0046_00,backpack,52,"['the', 'backpack', 'that', 'is', 'between', 'the', 'bed', 'and', 'window']",nr3d,True,True,True,False,False,False,False
27848,29574,scene0030_00-book-3-24-23-25,the middle bookshelf,True,534,203,scene0030_00,book,24,"['the', 'middle', 'bookshelf']",nr3d,True,True,True,False,False,False,False
27898,28855,scene0378_00-chair-2-42-43,The chair in the corner closest to the door,True,717,353,scene0378_00,chair,42,"['the', 'chair', 'in', 'the', 'corner', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
27903,38661,scene0030_00-blackboard-2-22-21,the board opposite the windows,True,98,471,scene0030_00,blackboard,22,"['the', 'board', 'opposite', 'the', 'windows']",nr3d,True,True,True,False,False,True,False
27950,17906,scene0389_00-backpack-2-27-18,backpack closest to the window.,True,94,203,scene0389_00,backpack,27,"['backpack', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True,False
27984,26959,scene0378_00-desk-3-35-0-44,"facing the window, right desk",True,534,315,scene0378_00,desk,35,"['facing', 'the', 'window', 'right', 'desk']",nr3d,True,True,True,False,False,False,True
28099,35959,scene0086_00-paper_towel_dispenser-2-17-18,The black paper towel dispenser above the white dispenser and to the right of 2 white sinks.,True,656,353,scene0086_00,paper towel dispenser,17,"['the', 'black', 'paper', 'towel', 'dispenser', 'above', 'the', 'white', 'dispenser', 'and', 'to', 'the', 'right', 'of', 'two', 'white', 'sinks']",nr3d,True,True,True,True,False,True,True
28266,14708,scene0011_00-window-2-23-24,The window to the right of the oven hood,True,717,597,scene0011_00,window,23,"['the', 'window', 'to', 'the', 'right', 'of', 'the', 'oven', 'hood']",nr3d,True,True,True,False,False,True,True
28331,29019,scene0011_00-table-2-2-17,The largest table in the room,True,434,645,scene0011_00,table,2,"['the', 'largest', 'table', 'in', 'the', 'room']",nr3d,True,True,False,False,True,True,False
28538,28709,scene0030_00-window-3-27-26-58,The window closest to the shelves filled with books.,True,528,596,scene0030_00,window,27,"['the', 'window', 'closest', 'to', 'the', 'shelves', 'filled', 'with', 'books']",nr3d,True,True,True,False,False,False,False
28549,26528,scene0435_00-bed-2-10-11,This is the bed that has close on it currently.,True,295,454,scene0435_00,bed,10,"['this', 'is', 'the', 'bed', 'that', 'has', 'close', 'on', 'it', 'currently']",nr3d,True,True,True,False,False,True,False
28587,23049,scene0389_00-nightstand-2-19-20,"While standing at the end of the bed, choose the nightstand on the right.",True,308,454,scene0389_00,nightstand,19,"['while', 'standing', 'at', 'the', 'end', 'of', 'the', 'bed', 'choose', 'the', 'nightstand', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
28768,27339,scene0378_00-desk-3-44-0-35,The middle desk.,True,564,322,scene0378_00,desk,44,"['the', 'middle', 'desk']",nr3d,True,True,True,False,False,False,False
28859,40956,scene0435_00-trash_can-2-58-32,The trash can not in the bathroom.,True,564,203,scene0435_00,trash can,58,"['the', 'trash', 'can', 'not', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
28939,9332,scene0435_00-picture-2-57-28,The picture above the desk.,True,324,629,scene0435_00,picture,57,"['the', 'picture', 'above', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
29050,19169,scene0030_00-window-3-26-27-58,"Facing the windows, the window on the left.",True,564,358,scene0030_00,window,26,"['facing', 'the', 'windows', 'the', 'window', 'on', 'the', 'left']",nr3d,True,True,True,False,False,False,True
29087,5502,scene0011_00-table-2-17-2,Select the table underneath the TV.,True,254,16,scene0011_00,table,17,"['select', 'the', 'table', 'underneath', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
29195,29528,scene0389_00-door-2-12-7,white door into the bathroom,True,668,49,scene0389_00,door,12,"['white', 'door', 'into', 'the', 'bathroom']",nr3d,True,True,True,True,False,True,False
29229,29665,scene0378_00-desk-3-0-35-44,the desk closest to the door,True,289,353,scene0378_00,desk,0,"['the', 'desk', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
29277,1324,scene0435_00-lamp-2-50-38,lamp in front of the window,True,94,127,scene0435_00,lamp,50,"['lamp', 'in', 'front', 'of', 'the', 'window']",nr3d,True,True,True,False,False,True,True
29343,41297,scene0086_00-sink-2-19-20,Facing the sinks select the sink on the left.,True,254,368,scene0086_00,sink,19,"['facing', 'the', 'sinks', 'select', 'the', 'sink', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
29438,26190,scene0435_00-picture-2-57-28,It is the picture above the desk.,True,56,564,scene0435_00,picture,57,"['it', 'is', 'the', 'picture', 'above', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
29458,19571,scene0222_00-trash_can-3-34-16-17,the lone trash can between the door and the desk,True,459,471,scene0222_00,trash can,34,"['the', 'lone', 'trash', 'can', 'between', 'the', 'door', 'and', 'the', 'desk']",nr3d,True,True,True,False,False,False,False
29677,30964,scene0378_00-bookshelf-2-38-37,The bookshelf has many items in front of it,True,67,656,scene0378_00,bookshelf,38,"['the', 'bookshelf', 'has', 'many', 'items', 'in', 'front', 'of', 'it']",nr3d,True,True,True,False,False,True,True
29910,13669,scene0222_00-trash_can-3-17-16-34,"Beside the bed closest to the door, it's the gray trash can that is sitting next to a blue one.",True,181,127,scene0222_00,trash can,17,"['beside', 'the', 'bed', 'closest', 'to', 'the', 'door', 'it', 'is', 'the', 'grey', 'trash', 'can', 'that', 'is', 'sitting', 'next', 'to', 'a', 'blue', 'one']",nr3d,True,True,True,True,False,False,False
29965,31448,scene0030_00-table-5-50-47-48-49-51,Select the table underneath the blackboard.,True,254,564,scene0030_00,table,50,"['select', 'the', 'table', 'underneath', 'the', 'blackboard']",nr3d,True,True,True,False,False,False,False
30092,15692,scene0222_00-desk-2-13-14,The longer desk near the black door,True,277,589,scene0222_00,desk,13,"['the', 'longer', 'desk', 'near', 'the', 'black', 'door']",nr3d,True,True,True,True,True,True,False
30133,18657,scene0086_00-toilet-2-7-6,Pick the toilet with the smaller stall.,True,384,331,scene0086_00,toilet,7,"['pick', 'the', 'toilet', 'with', 'the', 'smaller', 'stall']",nr3d,True,True,False,False,True,True,False
30158,10453,scene0378_00-chair-2-42-43,This chair is at a desk. The chair is sitting directly in front of the yellow door.,True,263,623,scene0378_00,chair,42,"['this', 'chair', 'is', 'at', 'a', 'desk', 'the', 'chair', 'is', 'sitting', 'directly', 'in', 'front', 'of', 'the', 'yellow', 'door']",nr3d,True,True,True,True,False,True,True
30195,25415,scene0030_00-book-3-25-23-24,The books on the top of the other two,True,596,49,scene0030_00,book,25,"['the', 'books', 'on', 'the', 'top', 'of', 'the', 'other', 'two']",nr3d,True,True,True,False,False,False,False
30241,32978,scene0011_00-cabinet-2-28-20,"The correct cabinet is next to the double doors. When standing in the middle of the room facing the cabinets, it is on the left.",True,411,589,scene0011_00,cabinet,28,"['the', 'correct', 'cabinet', 'is', 'next', 'to', 'the', 'double', 'doors', 'when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'cabinets', 'it', 'is', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
30354,13657,scene0378_00-chair-2-43-42,Chair under the chalk board,True,262,25,scene0378_00,chair,43,"['chair', 'under', 'the', 'chalk', 'board']",nr3d,True,True,True,False,False,True,False
30359,24932,scene0435_00-door-3-13-18-21,The exit door to the room.,True,564,596,scene0435_00,door,13,"['the', 'exit', 'door', 'to', 'the', 'room']",nr3d,True,True,False,False,False,False,False
30368,29742,scene0435_00-trash_can-2-32-58,Choose the trash can in the bathroom area.,True,308,715,scene0435_00,trash can,32,"['choose', 'the', 'trash', 'can', 'in', 'the', 'bathroom', 'area']",nr3d,True,True,True,False,False,True,False
30393,9480,scene0086_00-sink-2-19-20,The sink to the left side if facing both sinks.,True,595,596,scene0086_00,sink,19,"['the', 'sink', 'to', 'the', 'left', 'side', 'if', 'facing', 'both', 'sinks']",nr3d,True,True,True,False,False,True,True
30412,14425,scene0389_00-chair-2-3-2,The green chair is closer to the door,True,67,706,scene0389_00,chair,3,"['the', 'green', 'chair', 'is', 'closer', 'to', 'the', 'door']",nr3d,True,True,False,True,False,True,False
30418,2891,scene0222_00-door-2-24-3,"It does not cover the closet, but it does have a door silencer on the top left corner, so it can not slam.",True,415,564,scene0222_00,door,24,"['it', 'does', 'not', 'cover', 'the', 'closet', 'but', 'it', 'does', 'have', 'a', 'door', 'silencer', 'on', 'the', 'top', 'left', 'corner', 'so', 'it', 'can', 'not', 'slam']",nr3d,True,True,True,False,False,True,True
30430,30445,scene0030_00-bookshelf-5-20-17-18-19-68,The bookcase nearest the green black board that does not have a clock above it.,True,329,192,scene0030_00,bookshelf,20,"['the', 'bookcase', 'nearest', 'the', 'green', 'black', 'board', 'that', 'does', 'not', 'have', 'a', 'clock', 'above', 'it']",nr3d,True,True,True,True,False,False,False
30511,19908,scene0389_00-chair-2-2-3,"The chair that is next to the TV, it is between the table and the tv.",True,196,192,scene0389_00,chair,2,"['the', 'chair', 'that', 'is', 'next', 'to', 'the', 'tv', 'it', 'is', 'between', 'the', 'table', 'and', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
30571,13037,scene0086_00-door-2-8-9,The door that is closer to the toilet,True,596,49,scene0086_00,door,8,"['the', 'door', 'that', 'is', 'closer', 'to', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
30581,20137,scene0435_00-lamp-2-50-38,"Facing the foot of the bed, the lamp on the left.",True,564,200,scene0435_00,lamp,50,"['facing', 'the', 'foot', 'of', 'the', 'bed', 'the', 'lamp', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
30787,35380,scene0086_00-rail-2-15-16,The rail below the toilet paper holder,True,127,230,scene0086_00,rail,15,"['the', 'rail', 'below', 'the', 'toilet', 'paper', 'holder']",nr3d,True,True,True,False,False,True,False
30819,22045,scene0389_00-nightstand-2-19-20,Nightstand on the right side of the bed.,True,314,346,scene0389_00,nightstand,19,"['nightstand', 'on', 'the', 'right', 'side', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,True
30890,4995,scene0046_00-shoes-2-49-48,The light colored shoes that are closer to the window.,True,646,127,scene0046_00,shoes,49,"['the', 'light', 'colored', 'shoes', 'that', 'are', 'closer', 'to', 'the', 'window']",nr3d,True,True,True,True,False,True,False
30960,30239,scene0046_00-backpack-3-18-50-52,Find the backpack that is in between the desk and the curtain.,True,597,324,scene0046_00,backpack,18,"['find', 'the', 'backpack', 'that', 'is', 'in', 'between', 'the', 'desk', 'and', 'the', 'curtain']",nr3d,True,True,True,False,False,False,False
30983,17241,scene0046_00-door-2-21-26,This door is blue.,True,295,596,scene0046_00,door,21,"['this', 'door', 'is', 'blue']",nr3d,True,True,False,True,False,True,False
31041,3057,scene0435_00-picture-2-28-57,"Start with your back to the door and walk a few steps into the room until you see the door to the bathroom on the right, go into the bathroom, and you want the picture above the toilet.",True,219,596,scene0435_00,picture,28,"['start', 'with', 'your', 'back', 'to', 'the', 'door', 'and', 'walk', 'a', 'few', 'steps', 'into', 'the', 'room', 'until', 'you', 'see', 'the', 'door', 'to', 'the', 'bathroom', 'on', 'the', 'right', 'go', 'into', 'the', 'bathroom', 'and', 'you', 'want', 'the', 'picture', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,True
31072,21847,scene0389_00-backpack-2-27-18,The backpack closest to the exit door,True,16,373,scene0389_00,backpack,27,"['the', 'backpack', 'closest', 'to', 'the', 'exit', 'door']",nr3d,True,True,True,False,False,True,False
31106,35137,scene0435_00-lamp-2-38-50,I am the lamp between the beds,True,127,127,scene0435_00,lamp,38,"['i', 'am', 'the', 'lamp', 'between', 'the', 'beds']",nr3d,True,True,True,False,False,True,False
31217,27126,scene0389_00-door-2-7-12,the large white door net to the window and radiator,True,459,174,scene0389_00,door,7,"['the', 'large', 'white', 'door', 'net', 'to', 'the', 'window', 'and', 'radiator']",nr3d,True,True,True,True,True,True,False
31243,18371,scene0086_00-toilet-2-6-7,Choose the toilet that is in the bigger stall. Likely the handicap toilet.,True,263,583,scene0086_00,toilet,6,"['choose', 'the', 'toilet', 'that', 'is', 'in', 'the', 'bigger', 'stall', 'likely', 'the', 'handicap', 'toilet']",nr3d,True,True,True,False,False,True,False
31271,1243,scene0389_00-bag-2-22-23,"Stand with your back to the door and look to the left where you'll see two bags sitting next to the nightstand, over near the window, and you want the bag closer to the nightstand and the bed.",True,219,675,scene0389_00,bag,22,"['stand', 'with', 'your', 'back', 'to', 'the', 'door', 'and', 'look', 'to', 'the', 'left', 'where', 'you', 'will', 'see', 'two', 'bags', 'sitting', 'next', 'to', 'the', 'nightstand', 'over', 'near', 'the', 'window', 'and', 'you', 'want', 'the', 'bag', 'closer', 'to', 'the', 'nightstand', 'and', 'the', 'bed']",nr3d,True,True,True,False,False,True,True
31301,40507,scene0222_00-pillow-2-19-20,Choose the pillow on the bed with blue sheets.,True,85,268,scene0222_00,pillow,19,"['choose', 'the', 'pillow', 'on', 'the', 'bed', 'with', 'blue', 'sheets']",nr3d,True,True,True,True,False,True,False
31306,32424,scene0030_00-table-5-49-47-48-50-51,The table under the window on the far side of the room,True,277,648,scene0030_00,table,49,"['the', 'table', 'under', 'the', 'window', 'on', 'the', 'far', 'side', 'of', 'the', 'room']",nr3d,True,True,True,False,False,False,False
31321,5419,scene0222_00-pillow-2-20-19,Pillow on the bed without the windows,True,129,49,scene0222_00,pillow,20,"['pillow', 'on', 'the', 'bed', 'without', 'the', 'windows']",nr3d,True,True,True,False,False,True,False
31346,34349,scene0378_00-bookshelf-2-37-38,The bookshelf is to the left side of the desk when sitting in it,True,67,585,scene0378_00,bookshelf,37,"['the', 'bookshelf', 'is', 'to', 'the', 'left', 'side', 'of', 'the', 'desk', 'when', 'sitting', 'in', 'it']",nr3d,True,True,True,False,False,True,True
31429,32751,scene0389_00-door-2-12-7,"the door in the funny angled corner of the room, not the one with a window next to it",True,289,87,scene0389_00,door,12,"['the', 'door', 'in', 'the', 'funny', 'angled', 'corner', 'of', 'the', 'room', 'not', 'the', 'one', 'with', 'a', 'window', 'next', 'to', 'it']",nr3d,True,True,True,False,False,True,False
31479,29702,scene0030_00-window-3-58-26-27,small window in the middle of the wall,True,668,353,scene0030_00,window,58,"['small', 'window', 'in', 'the', 'middle', 'of', 'the', 'wall']",nr3d,True,True,True,False,True,False,False
31588,13529,scene0435_00-towel-2-30-34,the towel on the toilet,True,67,534,scene0435_00,towel,30,"['the', 'towel', 'on', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
31592,19283,scene0435_00-picture-2-57-28,The picture on the wall behind the desk.,True,96,564,scene0435_00,picture,57,"['the', 'picture', 'on', 'the', 'wall', 'behind', 'the', 'desk']",nr3d,True,True,True,False,False,True,True
31596,40744,scene0378_00-cup-2-32-31,Cup closest to the clock on the wall,True,129,230,scene0378_00,cup,32,"['cup', 'closest', 'to', 'the', 'clock', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
31651,26109,scene0378_00-office_chair-2-41-40,"it is the office chair, next to the one in front of the computer monitor.",True,617,17,scene0378_00,office chair,41,"['it', 'is', 'the', 'office', 'chair', 'next', 'to', 'the', 'one', 'in', 'front', 'of', 'the', 'computer', 'monitor']",nr3d,True,True,True,False,False,True,True
31657,26364,scene0222_00-window-2-29-28,"Standing in the middle of the room looking at both windows, it's the window on the right.",True,16,534,scene0222_00,window,29,"['standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'looking', 'at', 'both', 'windows', 'it', 'is', 'the', 'window', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
31713,37865,scene0222_00-bed-2-0-5,it is the bed in the corner of the room next to the light blue cabinet,True,570,192,scene0222_00,bed,0,"['it', 'is', 'the', 'bed', 'in', 'the', 'corner', 'of', 'the', 'room', 'next', 'to', 'the', 'light', 'blue', 'cabinet']",nr3d,True,True,True,True,False,True,False
31722,24001,scene0030_00-office_chair-3-0-1-2,The office chair closest to the blackboard.,True,192,663,scene0030_00,office chair,0,"['the', 'office', 'chair', 'closest', 'to', 'the', 'blackboard']",nr3d,True,True,True,False,False,False,False
31822,15540,scene0389_00-chair-2-3-2,The chair closest to the door.,True,564,132,scene0389_00,chair,3,"['the', 'chair', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
31847,3003,scene0086_00-trash_can-2-14-13,The trashcan is in with the large stall toilet.,True,67,579,scene0086_00,trash can,14,"['the', 'trashcan', 'is', 'in', 'with', 'the', 'large', 'stall', 'toilet']",nr3d,True,True,False,False,True,True,False
31853,5717,scene0030_00-office_chair-3-0-1-2,The chair on the side with only one chair.,True,564,127,scene0030_00,office chair,0,"['the', 'chair', 'on', 'the', 'side', 'with', 'only', 'one', 'chair']",nr3d,False,True,True,False,False,False,False
31966,27521,scene0046_00-shoes-2-49-48,The shoes closest to the window.,True,564,127,scene0046_00,shoes,49,"['the', 'shoes', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True,False
31982,18862,scene0030_00-book-3-23-24-25,It's the books on the bottom shelf of the bookshelf.,True,322,491,scene0030_00,book,23,"['it', 'is', 'the', 'books', 'on', 'the', 'bottom', 'shelf', 'of', 'the', 'bookshelf']",nr3d,True,True,True,False,False,False,False
32008,24289,scene0222_00-chair-2-6-7,The chair that someone forgot to push in,True,596,444,scene0222_00,chair,6,"['the', 'chair', 'that', 'someone', 'forgot', 'to', 'push', 'in']",nr3d,True,True,True,False,False,True,False
32018,5465,scene0389_00-nightstand-2-20-19,"Of you are facing the bed and nightstands, it is the nightstand on the left.",True,374,286,scene0389_00,nightstand,20,"['of', 'you', 'are', 'facing', 'the', 'bed', 'and', 'nightstands', 'it', 'is', 'the', 'nightstand', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
32025,29303,scene0435_00-door-3-18-13-21,The door on the left wall when facing the window and curtains.,True,322,315,scene0435_00,door,18,"['the', 'door', 'on', 'the', 'left', 'wall', 'when', 'facing', 'the', 'window', 'and', 'curtains']",nr3d,True,True,True,False,False,False,True
32062,7892,scene0086_00-door-2-9-8,Look at the entry way to the left.,True,491,353,scene0086_00,door,9,"['look', 'at', 'the', 'entry', 'way', 'to', 'the', 'left']",nr3d,False,False,True,False,False,True,True
32124,18917,scene0030_00-bookshelf-5-19-17-18-20-68,The small book shelf closest to the window and blackboard.,True,192,534,scene0030_00,bookshelf,19,"['the', 'small', 'book', 'shelf', 'closest', 'to', 'the', 'window', 'and', 'blackboard']",nr3d,True,True,True,False,True,False,False
32127,17940,scene0435_00-shoes-2-17-16,The shoes directly in front of the door.,True,16,564,scene0435_00,shoes,17,"['the', 'shoes', 'directly', 'in', 'front', 'of', 'the', 'door']",nr3d,True,True,True,False,False,True,True
32237,39875,scene0086_00-rail-2-15-16,Select the longest rail (to the left of the toilet),True,254,132,scene0086_00,rail,15,"['select', 'the', 'longest', 'rail', '(', 'to', 'the', 'left', 'of', 'the', 'toilet', ')']",nr3d,True,True,True,False,True,True,True
32258,15849,scene0435_00-bed-2-11-10,the bed closer to the window,True,289,132,scene0435_00,bed,11,"['the', 'bed', 'closer', 'to', 'the', 'window']",nr3d,True,True,False,False,False,True,False
32293,13385,scene0030_00-table-5-47-48-49-50-51,The correct table has a dark brown wooden top and is closest to the two black boards.,True,411,230,scene0030_00,table,47,"['the', 'correct', 'table', 'has', 'a', 'dark', 'brown', 'wooden', 'top', 'and', 'is', 'closest', 'to', 'the', 'two', 'black', 'boards']",nr3d,True,True,True,True,False,False,False
32368,23137,scene0030_00-office_chair-3-0-1-2,focus on the wall with the longer chalkboard. the side of the table closest to this chalkboard has several chairs that are facing away from this chalkboard. select the office chair that lines up center to the chalkboard and is slightly angled away from the table,True,717,552,scene0030_00,office chair,0,"['focus', 'on', 'the', 'wall', 'with', 'the', 'longer', 'chalkboard', 'the', 'side', 'of', 'the', 'table', 'closest', 'to', 'this', 'chalkboard', 'has', 'several', 'chairs', 'that', 'are', 'facing', 'away', 'from', 'this', 'chalkboard', 'select', 'the', 'office', 'chair', 'that', 'lines', 'up', 'center', 'to', 'the', 'chalkboard', 'and', 'is', 'slightly', 'angled', 'away', 'from', 'the', 'table']",nr3d,True,True,True,False,True,False,True
32390,14783,scene0435_00-picture-2-28-57,picture in the bathroom,True,94,701,scene0435_00,picture,28,"['picture', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
32415,34981,scene0086_00-bathroom_stall_door-2-10-29,The bathroom stall door leading to the larger stall,True,277,321,scene0086_00,bathroom stall door,10,"['the', 'bathroom', 'stall', 'door', 'leading', 'to', 'the', 'larger', 'stall']",nr3d,True,True,True,False,True,True,False
32433,6772,scene0030_00-book-3-25-23-24,There is a stand alone bookshelf in the corner between the door and the chalkboard. Select the top row of books on this bookshelf.,True,717,132,scene0030_00,book,25,"['there', 'is', 'a', 'stand', 'alone', 'bookshelf', 'in', 'the', 'corner', 'between', 'the', 'door', 'and', 'the', 'chalkboard', 'select', 'the', 'top', 'row', 'of', 'books', 'on', 'this', 'bookshelf']",nr3d,True,True,True,False,False,False,False
32517,25434,scene0435_00-towel-2-34-30,The towels that are hangin on the entrance to the shower,True,504,552,scene0435_00,towel,34,"['the', 'towels', 'that', 'are', 'hangin', 'on', 'the', 'entrance', 'to', 'the', 'shower']",nr3d,True,True,True,False,False,True,False
32532,15960,scene0222_00-window-2-28-29,the window directly above the bed,True,327,358,scene0222_00,window,28,"['the', 'window', 'directly', 'above', 'the', 'bed']",nr3d,True,True,True,False,False,True,False
32594,26218,scene0086_00-sink-2-20-19,the sink closest to the plant and paper towel dispenser,True,289,596,scene0086_00,sink,20,"['the', 'sink', 'closest', 'to', 'the', 'plant', 'and', 'paper', 'towel', 'dispenser']",nr3d,True,True,True,False,False,True,False
32622,20037,scene0435_00-shoes-2-17-16,The shoes closer to the door.,True,192,534,scene0435_00,shoes,17,"['the', 'shoes', 'closer', 'to', 'the', 'door']",nr3d,True,True,False,False,False,True,False
32727,13811,scene0086_00-door-2-9-8,"When facing these two doors, choose the one on the LEFT with the larger vent",True,595,646,scene0086_00,door,9,"['when', 'facing', 'these', 'two', 'doors', 'choose', 'the', 'one', 'on', 'the', 'left', 'with', 'the', 'larger', 'vent']",nr3d,True,True,True,False,True,True,True
32801,21442,scene0086_00-rail-2-16-15,small horizontal rail above toilet,True,534,379,scene0086_00,rail,16,"['small', 'horizontal', 'rail', 'above', 'toilet']",nr3d,True,True,True,False,True,True,False
32810,28543,scene0011_00-cabinet-2-20-28,"With the cabinets located on the back wall, choose the one on the right.",True,183,132,scene0011_00,cabinet,20,"['with', 'the', 'cabinets', 'located', 'on', 'the', 'back', 'wall', 'choose', 'the', 'one', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
32863,10268,scene0435_00-shoes-2-17-16,It is the shoes closest to the door.,True,56,534,scene0435_00,shoes,17,"['it', 'is', 'the', 'shoes', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
